seq,dataset,scan,eic,version,io_method,io_workers,shared_buffers,selectivity_rows,selectivity_pages,timing_cold,numeric
8683,cyclic,indexscan,1,master,worker,3,32GB,0.141,0.158,45.174,5.064
8684,cyclic,bitmapscan,64,prefetch-complex,worker,12,32GB,0.212,0.23,10.063,5.606
8685,cyclic,indexscan,16,prefetch-simple,io_uring,3,32GB,0.093,0.11,13.062,3.62
8686,cyclic,bitmapscan,16,prefetch-simple,io_uring,3,32GB,77.311,77.328,2396.279,1059.925
8687,cyclic,bitmapscan,64,prefetch-simple,io_uring,3,32GB,77.311,77.328,2459.314,1072.565
8688,cyclic,bitmapscan,16,prefetch-complex,sync,3,32GB,1.6,1.618,65.96,27
8689,cyclic,bitmapscan,64,master,worker,12,32GB,1.067,1.084,38.745,17.955
8690,cyclic,indexscan,16,prefetch-complex,sync,3,32GB,0.01,0.026,5.029,1.491
8691,cyclic,bitmapscan,1,prefetch-simple,worker,12,32GB,0.014,0.03,10.326,1.323
8692,cyclic,bitmapscan,16,prefetch-complex,io_uring,3,32GB,8.093,8.11,233.493,122.833
8693,cyclic,indexscan,64,prefetch-simple,io_uring,3,32GB,0.007,0.024,5.995,1.239
8694,cyclic,bitmapscan,1,prefetch-simple,io_uring,3,32GB,57.311,57.328,3388.294,791.578
8695,cyclic,indexscan,0,prefetch-complex,io_uring,3,32GB,0.01,0.026,12.526,1.543
8696,cyclic,bitmapscan,1,prefetch-complex,io_uring,3,32GB,27.311,27.328,1638.081,413.068
8697,cyclic,indexscan,64,master,io_uring,3,32GB,1.6,1.616,182.367,50.724
8698,cyclic,indexscan,64,prefetch-complex,worker,12,32GB,2.398,2.416,187.099,76.705
8699,cyclic,bitmapscan,0,prefetch-complex,sync,3,32GB,0.005,0.022,8.762,1.414
8700,cyclic,bitmapscan,64,prefetch-simple,io_uring,3,32GB,8.093,8.11,246.915,114.553
8701,cyclic,bitmapscan,64,prefetch-simple,sync,3,32GB,0.003,0.02,4.061,1.185
8702,cyclic,bitmapscan,16,prefetch-simple,worker,3,32GB,0.009,0.026,3.877,1.282
8703,cyclic,indexscan,16,master,worker,12,32GB,0.003,0.02,7.916,1.151
8704,cyclic,indexscan,0,prefetch-simple,io_uring,3,32GB,27.311,27.328,1906.207,839.1
8705,cyclic,indexscan,64,prefetch-simple,worker,3,32GB,0.142,0.16,17.135,4.839
8706,cyclic,bitmapscan,0,master,worker,12,32GB,57.311,57.328,4385.991,807.337
8707,cyclic,indexscan,1,prefetch-complex,sync,3,32GB,0.475,0.492,137.331,16.91
8708,cyclic,bitmapscan,0,prefetch-simple,sync,3,32GB,5.396,5.414,321.112,80.112
8709,cyclic,indexscan,0,prefetch-complex,io_uring,3,32GB,12.138,12.156,918.787,387.266
8710,cyclic,bitmapscan,1,prefetch-simple,worker,3,32GB,0.029,0.046,13.912,1.657
8711,cyclic,bitmapscan,16,prefetch-complex,sync,3,32GB,0.142,0.16,7.799,4.092
8712,cyclic,bitmapscan,0,master,worker,3,32GB,3.598,3.614,230.381,53.342
8713,cyclic,bitmapscan,1,master,io_uring,3,32GB,77.311,77.328,4408.306,1060.626
8714,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,0.317,0.334,28.37,9.893
8715,cyclic,indexscan,0,master,worker,3,32GB,0.475,0.492,65.304,15.252
8716,cyclic,bitmapscan,1,master,sync,3,32GB,0.005,0.022,13.434,1.195
8717,cyclic,indexscan,64,master,worker,3,32GB,0.002,0.018,9.157,1.091
8718,cyclic,indexscan,64,prefetch-simple,worker,12,32GB,0.043,0.06,13.011,2.369
8719,cyclic,bitmapscan,64,master,worker,12,32GB,0.142,0.16,7.634,3.634
8720,cyclic,indexscan,64,prefetch-complex,sync,3,32GB,0.064,0.082,10.027,3.039
8721,cyclic,indexscan,1,prefetch-simple,sync,3,32GB,97.311,97.328,23829.087,3020.512
8722,cyclic,indexscan,64,prefetch-complex,io_uring,3,32GB,97.311,97.328,5403.675,2980.224
8723,cyclic,indexscan,0,prefetch-complex,io_uring,3,32GB,3.597,3.614,299.84,115.864
8724,cyclic,indexscan,1,master,io_uring,3,32GB,0.212,0.23,39.516,6.985
8725,cyclic,indexscan,1,master,worker,3,32GB,57.31,57.328,3763.873,1717.37
8726,cyclic,bitmapscan,0,master,worker,3,32GB,1.6,1.616,138.767,25.979
8727,cyclic,indexscan,0,master,worker,12,32GB,0.013,0.03,11.897,1.427
8728,cyclic,indexscan,0,prefetch-complex,worker,3,32GB,0.142,0.16,29.592,5.333
8729,cyclic,bitmapscan,64,master,sync,3,32GB,5.396,5.414,171.941,77.064
8730,cyclic,indexscan,1,prefetch-simple,worker,12,32GB,0.004,0.022,11.793,1.208
8731,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,0.095,0.112,13.289,3.995
8732,cyclic,indexscan,1,prefetch-complex,worker,12,32GB,18.208,18.224,3725.58,570.954
8733,cyclic,bitmapscan,16,prefetch-complex,worker,3,32GB,0.002,0.02,3.893,1.431
8734,cyclic,indexscan,1,prefetch-simple,sync,3,32GB,27.311,27.328,5495.742,818.798
8735,cyclic,bitmapscan,16,master,worker,12,32GB,5.396,5.414,167.585,79.268
8736,cyclic,bitmapscan,64,prefetch-simple,worker,12,32GB,18.208,18.226,545.36,262.081
8737,cyclic,bitmapscan,64,prefetch-simple,sync,3,32GB,77.311,77.328,2409.238,1061.278
8738,cyclic,indexscan,1,prefetch-complex,sync,3,32GB,27.311,27.328,5724.056,835.751
8739,cyclic,indexscan,64,prefetch-simple,io_uring,3,32GB,2.399,2.416,156.437,75.893
8740,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,0.019,0.036,6.211,1.716
8741,cyclic,indexscan,64,master,sync,3,32GB,0.002,0.02,8.085,1.144
8742,cyclic,bitmapscan,64,prefetch-complex,worker,12,32GB,2.398,2.414,82.163,39.078
8743,cyclic,indexscan,16,prefetch-complex,io_uring,3,32GB,77.311,77.328,4184.013,2368.117
8744,cyclic,bitmapscan,1,prefetch-complex,sync,3,32GB,1.067,1.084,113.182,18.612
8745,cyclic,bitmapscan,64,prefetch-simple,sync,3,32GB,18.208,18.224,495.969,259.536
8746,cyclic,indexscan,1,master,sync,3,32GB,0.712,0.73,83.233,22.465
8747,cyclic,bitmapscan,16,prefetch-simple,io_uring,3,32GB,67.311,67.328,2054.602,925.052
8748,cyclic,indexscan,0,prefetch-complex,worker,3,32GB,27.311,27.328,1915.637,851.89
8749,cyclic,indexscan,16,prefetch-complex,io_uring,3,32GB,0.003,0.02,4.507,1.306
8750,cyclic,bitmapscan,0,master,worker,3,32GB,87.311,87.328,4965.806,1245.218
8751,cyclic,bitmapscan,16,prefetch-complex,sync,3,32GB,1.067,1.084,65.743,18.711
8752,cyclic,bitmapscan,1,prefetch-complex,io_uring,3,32GB,0.019,0.036,11.474,1.638
8753,cyclic,bitmapscan,16,prefetch-complex,worker,12,32GB,97.311,97.328,3179.69,1433.003
8754,cyclic,bitmapscan,16,master,io_uring,3,32GB,0.01,0.026,4,1.301
8755,cyclic,bitmapscan,16,prefetch-simple,io_uring,3,32GB,97.311,97.328,3105.314,1319.146
8756,cyclic,indexscan,1,master,sync,3,32GB,0.003,0.02,11.627,1.141
8757,cyclic,bitmapscan,16,master,worker,3,32GB,77.311,77.328,2407.967,1045.292
8758,cyclic,bitmapscan,1,prefetch-complex,io_uring,3,32GB,0.316,0.332,44.738,7.136
8759,cyclic,indexscan,64,prefetch-complex,worker,3,32GB,5.396,5.414,309.71,168.555
8760,cyclic,bitmapscan,1,master,worker,12,32GB,97.311,97.328,5559.978,1339.683
8761,cyclic,indexscan,0,prefetch-simple,worker,3,32GB,37.311,37.328,2523.98,1132.853
8762,cyclic,indexscan,1,prefetch-complex,sync,3,32GB,0.014,0.032,16.596,1.625
8763,cyclic,indexscan,16,prefetch-complex,worker,3,32GB,0.014,0.03,6.408,1.604
8764,cyclic,indexscan,0,master,sync,3,32GB,0.095,0.112,33.46,3.787
8765,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,0.064,0.08,10.216,2.996
8766,cyclic,indexscan,16,prefetch-complex,worker,3,32GB,0.475,0.492,36.868,14.262
8767,cyclic,bitmapscan,16,prefetch-simple,worker,12,32GB,1.6,1.616,56.496,24.51
8768,cyclic,indexscan,64,prefetch-complex,sync,3,32GB,47.311,47.328,2645.307,1448.178
8769,cyclic,indexscan,16,master,sync,3,32GB,1.6,1.618,159.652,51.433
8770,cyclic,bitmapscan,1,prefetch-complex,worker,3,32GB,0.02,0.038,12.759,1.643
8771,cyclic,indexscan,64,prefetch-complex,sync,3,32GB,0.002,0.02,4.614,1.268
8772,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,1.599,1.616,104.022,51.068
8773,cyclic,indexscan,16,prefetch-simple,worker,12,32GB,57.311,57.328,2881.406,1707.167
8774,cyclic,indexscan,16,master,worker,12,32GB,1.6,1.618,154.516,50.549
8775,cyclic,indexscan,64,prefetch-complex,io_uring,3,32GB,57.31,57.326,3281.275,1760.716
8776,cyclic,bitmapscan,1,master,worker,12,32GB,1.067,1.084,124.343,17.413
8777,cyclic,bitmapscan,1,prefetch-simple,sync,3,32GB,0.003,0.02,10.77,1.172
8778,cyclic,bitmapscan,0,prefetch-complex,worker,12,32GB,0.095,0.112,20.629,3.7
8779,cyclic,indexscan,64,master,worker,3,32GB,0.014,0.032,12.321,1.462
8780,cyclic,indexscan,16,prefetch-simple,io_uring,3,32GB,47.311,47.328,2353.171,1428.897
8781,cyclic,indexscan,0,prefetch-complex,sync,3,32GB,12.139,12.156,899.456,381.738
8782,cyclic,bitmapscan,64,master,sync,3,32GB,67.311,67.328,2068.333,920.44
8783,cyclic,bitmapscan,16,master,io_uring,3,32GB,97.311,97.328,3068.541,1333.445
8784,cyclic,indexscan,64,prefetch-simple,io_uring,3,32GB,0.01,0.028,6.272,1.374
8785,cyclic,indexscan,16,prefetch-complex,io_uring,3,32GB,0.004,0.022,4.226,1.427
8786,cyclic,bitmapscan,0,prefetch-simple,io_uring,3,32GB,67.311,67.328,3798.355,947.327
8787,cyclic,bitmapscan,0,master,io_uring,3,32GB,0.063,0.08,12.914,2.324
8788,cyclic,indexscan,0,prefetch-simple,sync,3,32GB,97.311,97.328,6403.649,2948.551
8789,cyclic,indexscan,1,prefetch-complex,sync,3,32GB,0.007,0.024,11.852,1.403
8790,cyclic,bitmapscan,1,prefetch-complex,sync,3,32GB,0.064,0.082,15.208,2.538
8791,cyclic,bitmapscan,64,master,worker,12,32GB,18.208,18.226,521.25,256.911
8792,cyclic,bitmapscan,64,prefetch-simple,worker,3,32GB,87.311,87.328,2731.658,1237.447
8793,cyclic,bitmapscan,16,prefetch-complex,worker,12,32GB,2.399,2.416,103.798,39.861
8794,cyclic,indexscan,1,prefetch-simple,io_uring,3,32GB,87.311,87.328,17499.942,2633.782
8795,cyclic,bitmapscan,0,prefetch-complex,sync,3,32GB,1.066,1.084,103.235,18.955
8796,cyclic,indexscan,64,prefetch-simple,io_uring,3,32GB,5.395,5.412,290.039,166.334
8797,cyclic,indexscan,16,prefetch-simple,worker,12,32GB,0.004,0.02,4.43,1.217
8798,cyclic,bitmapscan,1,master,worker,3,32GB,0.475,0.492,53.179,8.718
8799,cyclic,bitmapscan,64,prefetch-complex,io_uring,3,32GB,0.003,0.02,3.898,1.356
8800,cyclic,indexscan,1,prefetch-complex,io_uring,3,32GB,0.004,0.02,24.778,1.307
8801,cyclic,bitmapscan,0,prefetch-simple,sync,3,32GB,0.002,0.018,7.392,1.169
8802,cyclic,indexscan,16,prefetch-simple,io_uring,3,32GB,87.311,87.328,4414.935,2636.397
8803,cyclic,indexscan,0,prefetch-complex,worker,3,32GB,1.599,1.616,164.259,53.965
8804,cyclic,bitmapscan,1,prefetch-complex,worker,3,32GB,3.598,3.616,264.87,55.798
8805,cyclic,indexscan,16,master,worker,3,32GB,97.311,97.328,6295.613,2932.378
8806,cyclic,indexscan,64,master,sync,3,32GB,8.093,8.11,579.007,247.506
8807,cyclic,bitmapscan,64,prefetch-complex,worker,3,32GB,5.396,5.412,195.001,85.041
8808,cyclic,bitmapscan,64,prefetch-simple,io_uring,3,32GB,0.004,0.02,3.801,1.204
8809,cyclic,bitmapscan,1,master,io_uring,3,32GB,0.142,0.16,41.478,3.766
8810,cyclic,indexscan,1,prefetch-complex,sync,3,32GB,0.02,0.038,28.974,1.809
8811,cyclic,bitmapscan,16,master,worker,3,32GB,0.212,0.228,9.653,5.074
8812,cyclic,bitmapscan,16,prefetch-simple,worker,3,32GB,97.311,97.328,3041.75,1337.384
8813,cyclic,bitmapscan,16,prefetch-simple,sync,3,32GB,0.142,0.16,11.144,3.755
8814,cyclic,indexscan,0,prefetch-simple,sync,3,32GB,0.142,0.16,58.04,5.167
8815,cyclic,indexscan,16,prefetch-complex,worker,3,32GB,97.311,97.328,5204.43,3023.963
8816,cyclic,indexscan,0,prefetch-simple,worker,12,32GB,12.139,12.156,881.069,378.195
8817,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,0.142,0.158,17.21,5.194
8818,cyclic,bitmapscan,0,master,worker,3,32GB,0.02,0.038,10.933,1.508
8819,cyclic,bitmapscan,1,prefetch-simple,worker,3,32GB,0.02,0.038,11.344,1.521
8820,cyclic,bitmapscan,0,prefetch-simple,worker,12,32GB,0.02,0.038,9.188,1.54
8821,cyclic,bitmapscan,16,prefetch-simple,io_uring,3,32GB,12.139,12.156,322.554,173.305
8822,cyclic,bitmapscan,1,prefetch-simple,io_uring,3,32GB,27.31,27.326,1616.187,400.683
8823,cyclic,bitmapscan,64,master,sync,3,32GB,87.311,87.328,2727.994,1197.185
8824,cyclic,indexscan,0,prefetch-complex,worker,3,32GB,0.014,0.03,11.431,1.685
8825,cyclic,indexscan,1,master,io_uring,3,32GB,0.064,0.08,26.639,3.033
8826,cyclic,indexscan,16,master,worker,12,32GB,0.064,0.082,22.85,2.895
8827,cyclic,bitmapscan,1,master,worker,3,32GB,0.095,0.112,44.882,2.967
8828,cyclic,bitmapscan,64,prefetch-simple,sync,3,32GB,12.139,12.156,371.299,172.775
8829,cyclic,bitmapscan,64,master,io_uring,3,32GB,0.01,0.026,22.304,1.295
8830,cyclic,bitmapscan,0,prefetch-complex,worker,12,32GB,0.01,0.026,8.039,1.45
8831,cyclic,indexscan,1,prefetch-complex,io_uring,3,32GB,0.212,0.23,70.369,8.904
8832,cyclic,bitmapscan,16,master,worker,12,32GB,57.311,57.328,2123.833,785.546
8833,cyclic,indexscan,1,prefetch-simple,sync,3,32GB,0.317,0.334,90.623,10.252
8834,cyclic,indexscan,0,prefetch-complex,io_uring,3,32GB,5.396,5.412,437.743,173.08
8835,cyclic,indexscan,0,prefetch-complex,worker,12,32GB,3.598,3.616,446.561,117.281
8836,cyclic,bitmapscan,1,prefetch-complex,sync,3,32GB,8.093,8.11,728.021,123.586
8837,cyclic,indexscan,16,prefetch-simple,worker,3,32GB,0.005,0.022,4.675,1.265
8838,cyclic,indexscan,0,prefetch-simple,sync,3,32GB,0.007,0.024,17.432,1.294
8839,cyclic,indexscan,64,master,worker,12,32GB,1.066,1.084,108.196,34.036
8840,cyclic,indexscan,0,master,worker,3,32GB,0.029,0.046,22.981,1.963
8841,cyclic,bitmapscan,64,master,io_uring,3,32GB,0.007,0.024,4.109,1.218
8842,cyclic,indexscan,0,prefetch-simple,sync,3,32GB,0.712,0.73,80.362,21.983
8843,cyclic,bitmapscan,64,master,io_uring,3,32GB,0.043,0.06,5.095,1.949
8844,cyclic,bitmapscan,16,master,worker,12,32GB,0.028,0.044,4.531,1.602
8845,cyclic,indexscan,16,prefetch-complex,worker,3,32GB,1.066,1.084,71.982,34.466
8846,cyclic,bitmapscan,16,master,io_uring,3,32GB,0.212,0.23,13.716,4.835
8847,cyclic,bitmapscan,0,prefetch-simple,worker,3,32GB,5.395,5.412,360.293,80.896
8848,cyclic,bitmapscan,16,prefetch-complex,worker,12,32GB,87.311,87.328,2888.225,1294.329
8849,cyclic,bitmapscan,0,master,worker,12,32GB,0.315,0.332,38.217,7.066
8850,cyclic,bitmapscan,16,prefetch-simple,worker,3,32GB,0.142,0.158,16.561,3.62
8851,cyclic,bitmapscan,16,prefetch-complex,io_uring,3,32GB,27.311,27.328,757.742,416.875
8852,cyclic,bitmapscan,64,prefetch-simple,io_uring,3,32GB,67.311,67.328,2156.858,927.813
8853,cyclic,bitmapscan,0,prefetch-simple,worker,12,32GB,0.029,0.046,9.984,1.735
8854,cyclic,indexscan,64,master,worker,3,32GB,0.475,0.492,95.87,14.931
8855,cyclic,bitmapscan,1,prefetch-complex,worker,12,32GB,47.311,47.328,2853.936,705.952
8856,cyclic,indexscan,0,master,worker,3,32GB,0.095,0.112,26.987,3.726
8857,cyclic,bitmapscan,1,prefetch-complex,sync,3,32GB,0.317,0.334,39.827,7.07
8858,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,0.712,0.73,59.233,24.911
8859,cyclic,bitmapscan,64,prefetch-simple,worker,12,32GB,67.311,67.328,2061.933,914.94
8860,cyclic,indexscan,0,prefetch-simple,sync,3,32GB,1.6,1.616,161.574,51.583
8861,cyclic,indexscan,64,prefetch-simple,sync,3,32GB,87.311,87.328,4382.407,2622.465
8862,cyclic,indexscan,1,master,sync,3,32GB,27.311,27.328,1886.846,831.095
8863,cyclic,bitmapscan,0,prefetch-complex,io_uring,3,32GB,1.067,1.084,103.809,19.21
8864,cyclic,bitmapscan,64,master,worker,3,32GB,0.711,0.728,44.147,12.27
8865,cyclic,indexscan,16,master,worker,3,32GB,12.139,12.156,828.264,370.911
8866,cyclic,indexscan,16,master,io_uring,3,32GB,8.093,8.11,615.035,253.458
8867,cyclic,indexscan,64,prefetch-simple,worker,12,32GB,12.139,12.156,882.065,370.426
8868,cyclic,indexscan,64,prefetch-simple,worker,12,32GB,0.063,0.08,10.546,2.784
8869,cyclic,indexscan,64,prefetch-simple,worker,12,32GB,0.002,0.02,3.985,1.17
8870,cyclic,indexscan,16,master,worker,3,32GB,1.6,1.618,169.944,51.516
8871,cyclic,bitmapscan,16,prefetch-simple,io_uring,3,32GB,87.311,87.328,2716.475,1228.11
8872,cyclic,indexscan,64,prefetch-complex,worker,12,32GB,5.395,5.412,334.955,168.41
8873,cyclic,indexscan,64,master,worker,12,32GB,0.095,0.112,28.004,3.726
8874,cyclic,bitmapscan,64,prefetch-complex,worker,3,32GB,0.475,0.492,19.924,9.531
8875,cyclic,bitmapscan,16,master,worker,12,32GB,18.208,18.226,504.352,258.31
8876,cyclic,bitmapscan,1,master,worker,12,32GB,0.712,0.728,84.454,12.763
8877,cyclic,indexscan,0,prefetch-simple,worker,3,32GB,0.141,0.158,30.184,5.113
8878,cyclic,indexscan,16,prefetch-simple,sync,3,32GB,0.005,0.022,4.328,1.219
8879,cyclic,indexscan,0,prefetch-complex,io_uring,3,32GB,0.004,0.022,9.187,1.367
8880,cyclic,indexscan,64,prefetch-complex,worker,12,32GB,0.01,0.026,5.03,1.496
8881,cyclic,indexscan,1,master,worker,3,32GB,27.311,27.328,1811.105,822.864
8882,cyclic,bitmapscan,16,master,worker,12,32GB,0.475,0.492,18.852,8.913
8883,cyclic,indexscan,0,prefetch-simple,io_uring,3,32GB,0.064,0.082,23.619,2.896
8884,cyclic,bitmapscan,64,prefetch-simple,worker,12,32GB,0.004,0.022,3.604,1.227
8885,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,0.475,0.492,51.012,14.843
8886,cyclic,bitmapscan,0,prefetch-simple,io_uring,3,32GB,0.094,0.112,14.59,3.034
8887,cyclic,indexscan,1,prefetch-simple,worker,12,32GB,18.208,18.224,3818.643,553.056
8888,cyclic,indexscan,1,master,io_uring,3,32GB,37.311,37.328,2936.397,1137.274
8889,cyclic,indexscan,0,master,sync,3,32GB,18.208,18.226,1283.476,558.971
8890,cyclic,indexscan,16,prefetch-simple,worker,3,32GB,0.043,0.06,15.638,2.398
8891,cyclic,indexscan,64,prefetch-complex,io_uring,3,32GB,3.598,3.614,250.619,114.561
8892,cyclic,indexscan,0,master,worker,3,32GB,0.02,0.036,15.456,1.624
8893,cyclic,indexscan,0,prefetch-complex,worker,3,32GB,0.003,0.02,8.965,1.317
8894,cyclic,indexscan,1,prefetch-simple,sync,3,32GB,0.004,0.02,16.128,1.165
8895,cyclic,indexscan,64,prefetch-simple,io_uring,3,32GB,0.212,0.23,20.851,6.849
8896,cyclic,indexscan,1,prefetch-simple,worker,12,32GB,0.014,0.03,15.183,1.457
8897,cyclic,indexscan,1,prefetch-simple,io_uring,3,32GB,47.311,47.328,9570.375,1456.314
8898,cyclic,bitmapscan,0,master,worker,3,32GB,0.475,0.492,57.789,9.121
8899,cyclic,bitmapscan,64,prefetch-simple,worker,3,32GB,0.212,0.23,20.957,4.913
8900,cyclic,indexscan,0,master,worker,3,32GB,0.005,0.022,10.806,1.228
8901,cyclic,bitmapscan,0,prefetch-complex,sync,3,32GB,0.711,0.728,70.999,13.464
8902,cyclic,bitmapscan,16,master,worker,3,32GB,97.311,97.328,3051.304,1326.226
8903,cyclic,indexscan,64,master,worker,12,32GB,77.311,77.328,5038.8,2341.887
8904,cyclic,indexscan,0,prefetch-simple,worker,12,32GB,0.212,0.228,42.936,7.261
8905,cyclic,bitmapscan,64,master,worker,3,32GB,67.311,67.328,2066.402,930.237
8906,cyclic,indexscan,0,master,worker,12,32GB,2.399,2.416,208.196,75.961
8907,cyclic,indexscan,64,master,sync,3,32GB,0.014,0.03,11.481,1.484
8908,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,0.007,0.024,6.87,1.429
8909,cyclic,indexscan,64,master,worker,12,32GB,57.31,57.326,3806.081,1729.987
8910,cyclic,indexscan,1,prefetch-complex,sync,3,32GB,8.093,8.11,1702.589,253.83
8911,cyclic,indexscan,16,master,sync,3,32GB,0.317,0.334,47.372,10.237
8912,cyclic,indexscan,64,prefetch-complex,sync,3,32GB,0.005,0.022,4.329,1.366
8913,cyclic,bitmapscan,16,prefetch-complex,sync,3,32GB,2.398,2.414,93.552,37.929
8914,cyclic,bitmapscan,0,prefetch-complex,worker,12,32GB,47.311,47.328,2812.641,724.514
8915,cyclic,indexscan,0,prefetch-complex,worker,12,32GB,2.398,2.414,206.653,77.409
8916,cyclic,indexscan,1,prefetch-simple,io_uring,3,32GB,5.396,5.414,1118.605,164.061
8917,cyclic,bitmapscan,1,prefetch-complex,worker,12,32GB,0.004,0.02,9.688,1.404
8918,cyclic,bitmapscan,64,master,io_uring,3,32GB,77.311,77.328,2394.635,1045.021
8919,cyclic,bitmapscan,1,prefetch-simple,sync,3,32GB,97.311,97.328,5554.185,1332.248
8920,cyclic,bitmapscan,0,master,io_uring,3,32GB,8.093,8.11,501.618,118.476
8921,cyclic,bitmapscan,16,prefetch-simple,worker,12,32GB,0.475,0.492,18.915,8.803
8922,cyclic,indexscan,16,master,sync,3,32GB,97.311,97.328,6297.174,2927.179
8923,cyclic,indexscan,16,prefetch-simple,worker,3,32GB,27.311,27.328,1404.744,822.721
8924,cyclic,indexscan,64,prefetch-simple,sync,3,32GB,0.094,0.112,13.151,3.731
8925,cyclic,indexscan,64,prefetch-complex,worker,3,32GB,0.095,0.112,39.867,4.295
8926,cyclic,bitmapscan,64,prefetch-complex,io_uring,3,32GB,57.311,57.328,1756.358,858.309
8927,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,18.208,18.224,991.834,560.273
8928,cyclic,bitmapscan,0,master,sync,3,32GB,2.398,2.416,179.345,36.694
8929,cyclic,indexscan,16,master,sync,3,32GB,1.067,1.084,113.97,34.236
8930,cyclic,bitmapscan,16,prefetch-complex,io_uring,3,32GB,12.138,12.154,356.761,186.695
8931,cyclic,indexscan,1,prefetch-simple,io_uring,3,32GB,1.6,1.618,382.968,50.802
8932,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,5.396,5.414,304.398,169.849
8933,cyclic,indexscan,16,prefetch-complex,io_uring,3,32GB,18.208,18.226,968.101,569.54
8934,cyclic,indexscan,64,prefetch-simple,worker,12,32GB,5.396,5.412,302.508,167.631
8935,cyclic,bitmapscan,16,prefetch-simple,worker,12,32GB,0.142,0.158,7.657,3.673
8936,cyclic,bitmapscan,64,prefetch-simple,sync,3,32GB,47.31,47.328,1371.361,654.218
8937,cyclic,bitmapscan,1,master,worker,3,32GB,18.208,18.226,1162.49,258.618
8938,cyclic,indexscan,1,prefetch-simple,sync,3,32GB,0.004,0.02,11.612,1.172
8939,cyclic,indexscan,64,master,worker,3,32GB,0.004,0.02,11.114,1.147
8940,cyclic,indexscan,16,master,worker,12,32GB,2.399,2.416,193.006,75.517
8941,cyclic,indexscan,0,prefetch-simple,sync,3,32GB,77.311,77.328,5131.905,2343.397
8942,cyclic,indexscan,16,master,sync,3,32GB,0.475,0.492,64.703,15.133
8943,cyclic,bitmapscan,1,master,sync,3,32GB,3.598,3.616,274.402,52.398
8944,cyclic,indexscan,16,master,worker,3,32GB,2.399,2.416,229.692,76.337
8945,cyclic,bitmapscan,16,prefetch-complex,worker,12,32GB,12.138,12.154,351.236,188.174
8946,cyclic,bitmapscan,1,prefetch-complex,worker,12,32GB,0.142,0.16,20.275,4.17
8947,cyclic,bitmapscan,64,prefetch-simple,io_uring,3,32GB,37.311,37.328,1050.852,518.994
8948,cyclic,indexscan,0,prefetch-simple,io_uring,3,32GB,97.311,97.328,6573.668,2970.696
8949,cyclic,indexscan,64,prefetch-simple,io_uring,3,32GB,47.311,47.328,2424.469,1430.404
8950,cyclic,bitmapscan,1,prefetch-complex,worker,12,32GB,0.019,0.036,10.72,1.632
8951,cyclic,indexscan,0,prefetch-simple,sync,3,32GB,0.063,0.08,25.89,2.944
8952,cyclic,bitmapscan,16,master,worker,12,32GB,2.399,2.416,78.752,36.152
8953,cyclic,bitmapscan,64,prefetch-simple,io_uring,3,32GB,0.014,0.032,4.386,1.594
8954,cyclic,indexscan,16,prefetch-simple,worker,3,32GB,47.311,47.328,2374.777,1429.768
8955,cyclic,bitmapscan,1,master,worker,3,32GB,0.005,0.022,9.867,1.182
8956,cyclic,bitmapscan,1,prefetch-simple,worker,12,32GB,47.311,47.328,2797.622,648.63
8957,cyclic,bitmapscan,64,master,worker,3,32GB,77.311,77.328,2365.712,1053.117
8958,cyclic,bitmapscan,1,prefetch-simple,io_uring,3,32GB,0.003,0.02,9.439,1.196
8959,cyclic,bitmapscan,0,master,worker,12,32GB,0.007,0.024,7.795,1.226
8960,cyclic,indexscan,64,prefetch-simple,worker,12,32GB,67.311,67.328,3452.991,2027.117
8961,cyclic,indexscan,16,prefetch-simple,sync,3,32GB,0.014,0.032,5.685,1.475
8962,cyclic,indexscan,16,prefetch-complex,sync,3,32GB,18.208,18.226,999.905,560.107
8963,cyclic,bitmapscan,0,prefetch-complex,worker,3,32GB,27.311,27.328,1824.036,473.578
8964,cyclic,bitmapscan,16,prefetch-complex,io_uring,3,32GB,0.212,0.23,9.898,5.461
8965,cyclic,indexscan,64,prefetch-complex,io_uring,3,32GB,0.014,0.03,7.518,1.71
8966,cyclic,indexscan,64,prefetch-simple,io_uring,3,32GB,0.014,0.032,5.879,1.44
8967,cyclic,indexscan,16,master,io_uring,3,32GB,0.043,0.06,20.354,2.259
8968,cyclic,indexscan,0,master,sync,3,32GB,0.004,0.02,9.366,1.131
8969,cyclic,bitmapscan,16,prefetch-complex,worker,3,32GB,2.399,2.416,107.163,38.342
8970,cyclic,indexscan,0,prefetch-simple,io_uring,3,32GB,47.311,47.328,3168.403,1446.813
8971,cyclic,bitmapscan,16,master,worker,3,32GB,0.007,0.024,22.772,1.258
8972,cyclic,bitmapscan,16,master,worker,12,32GB,0.003,0.02,6.153,1.189
8973,cyclic,bitmapscan,1,prefetch-simple,sync,3,32GB,57.311,57.328,4482.162,781.82
